year,round,circuit,driver,team,grid,position,won,points,laps,status
2016,1,albert_park,massa,williams,6,5,0,10.0,57,Finished
2016,1,albert_park,grosjean,haas,19,6,0,8.0,57,Finished
2016,1,albert_park,hulkenberg,force_india,10,7,0,6.0,57,Finished
2016,1,albert_park,bottas,williams,16,8,0,4.0,57,Finished
2016,1,albert_park,sainz,toro_rosso,7,9,0,2.0,57,Finished
2016,1,albert_park,max_verstappen,toro_rosso,5,10,0,1.0,57,Finished
2016,1,albert_park,jolyon_palmer,renault,13,11,0,0.0,57,Finished
2016,1,albert_park,kevin_magnussen,renault,14,12,0,0.0,57,Finished
2016,1,albert_park,perez,force_india,9,13,0,0.0,57,Finished
2016,1,albert_park,button,mclaren,12,14,0,0.0,56,+1 Lap
2016,1,albert_park,nasr,sauber,17,15,0,0.0,56,+1 Lap
2016,1,albert_park,wehrlein,manor,21,16,0,0.0,56,+1 Lap
2016,1,albert_park,ericsson,sauber,15,17,0,0.0,38,Engine
2016,1,albert_park,raikkonen,ferrari,4,18,0,0.0,21,Engine
2016,1,albert_park,haryanto,manor,22,19,0,0.0,17,Mechanical
2016,1,albert_park,gutierrez,haas,20,20,0,0.0,16,Collision
2016,1,albert_park,alonso,mclaren,11,21,0,0.0,16,Collision
2016,1,albert_park,kvyat,red_bull,18,22,0,0.0,0,Retired
2016,2,bahrain,rosberg,mercedes,2,1,1,25.0,57,Finished
2016,2,bahrain,raikkonen,ferrari,4,2,0,18.0,57,Finished
2016,2,bahrain,hamilton,mercedes,1,3,0,15.0,57,Finished
2016,2,bahrain,ricciardo,red_bull,5,4,0,12.0,57,Finished
2016,2,bahrain,grosjean,haas,9,5,0,10.0,57,Finished
2016,2,bahrain,max_verstappen,toro_rosso,10,6,0,8.0,57,Finished
2016,2,bahrain,kvyat,red_bull,15,7,0,6.0,56,+1 Lap
2016,2,bahrain,massa,williams,7,8,0,4.0,56,+1 Lap
2016,2,bahrain,bottas,williams,6,9,0,2.0,56,+1 Lap
2016,2,bahrain,vandoorne,mclaren,12,10,0,1.0,56,+1 Lap
2016,2,bahrain,kevin_magnussen,renault,22,11,0,0.0,56,+1 Lap
2016,2,bahrain,ericsson,sauber,17,12,0,0.0,56,+1 Lap
2016,2,bahrain,wehrlein,manor,16,13,0,0.0,56,+1 Lap
2016,2,bahrain,nasr,sauber,21,14,0,0.0,56,+1 Lap
2016,2,bahrain,hulkenberg,force_india,8,15,0,0.0,56,+1 Lap
2016,2,bahrain,perez,force_india,18,16,0,0.0,56,+1 Lap
2016,2,bahrain,haryanto,manor,20,17,0,0.0,56,+1 Lap
2016,2,bahrain,sainz,toro_rosso,11,18,0,0.0,29,Retired
2016,2,bahrain,gutierrez,haas,13,19,0,0.0,9,Retired
2016,2,bahrain,button,mclaren,14,20,0,0.0,6,Power Unit
2016,2,bahrain,vettel,ferrari,3,21,0,0.0,0,Engine
2016,2,bahrain,jolyon_palmer,renault,19,22,0,0.0,0,Hydraulics
2016,3,shanghai,rosberg,mercedes,1,1,1,25.0,56,Finished
2016,3,shanghai,vettel,ferrari,4,2,0,18.0,56,Finished
2016,3,shanghai,kvyat,red_bull,6,3,0,15.0,56,Finished
2016,3,shanghai,ricciardo,red_bull,2,4,0,12.0,56,Finished
2016,3,shanghai,raikkonen,ferrari,3,5,0,10.0,56,Finished
2016,3,shanghai,massa,williams,10,6,0,8.0,56,Finished
2016,3,shanghai,hamilton,mercedes,22,7,0,6.0,56,Finished
2016,3,shanghai,max_verstappen,toro_rosso,9,8,0,4.0,56,Finished
2016,3,shanghai,sainz,toro_rosso,8,9,0,2.0,56,Finished
2016,3,shanghai,bottas,williams,5,10,0,1.0,56,Finished
2016,3,shanghai,perez,force_india,7,11,0,0.0,56,Finished
2016,3,shanghai,alonso,mclaren,11,12,0,0.0,56,Finished
2016,3,shanghai,button,mclaren,12,13,0,0.0,56,Finished
2016,3,shanghai,gutierrez,haas,18,14,0,0.0,55,+1 Lap
2016,3,shanghai,hulkenberg,force_india,13,15,0,0.0,55,+1 Lap
2016,3,shanghai,ericsson,sauber,15,16,0,0.0,55,+1 Lap
2016,3,shanghai,kevin_magnussen,renault,17,17,0,0.0,55,+1 Lap
2016,3,shanghai,wehrlein,manor,21,18,0,0.0,55,+1 Lap
2016,3,shanghai,grosjean,haas,14,19,0,0.0,55,+1 Lap
2016,3,shanghai,nasr,sauber,16,20,0,0.0,55,+1 Lap
2016,3,shanghai,haryanto,manor,20,21,0,0.0,55,+1 Lap
2016,3,shanghai,jolyon_palmer,renault,19,22,0,0.0,55,+1 Lap
2016,4,sochi,rosberg,mercedes,1,1,1,25.0,53,Finished
2016,4,sochi,hamilton,mercedes,10,2,0,18.0,53,Finished
2016,4,sochi,raikkonen,ferrari,3,3,0,15.0,53,Finished
2016,4,sochi,bottas,williams,2,4,0,12.0,53,Finished
2016,4,sochi,massa,williams,4,5,0,10.0,53,Finished
2016,4,sochi,alonso,mclaren,14,6,0,8.0,52,+1 Lap
2016,4,sochi,kevin_magnussen,renault,17,7,0,6.0,52,+1 Lap
2016,4,sochi,grosjean,haas,15,8,0,4.0,52,+1 Lap
2016,4,sochi,perez,force_india,6,9,0,2.0,52,+1 Lap
2016,4,sochi,button,mclaren,12,10,0,1.0,52,+1 Lap
2016,4,sochi,ricciardo,red_bull,5,11,0,0.0,52,+1 Lap
2016,4,sochi,sainz,toro_rosso,11,12,0,0.0,52,+1 Lap
2016,4,sochi,jolyon_palmer,renault,18,13,0,0.0,52,+1 Lap
2016,4,sochi,ericsson,sauber,22,14,0,0.0,52,+1 Lap
2016,4,sochi,kvyat,red_bull,8,15,0,0.0,52,+1 Lap
2016,4,sochi,nasr,sauber,19,16,0,0.0,52,+1 Lap
2016,4,sochi,gutierrez,haas,16,17,0,0.0,52,+1 Lap
2016,4,sochi,wehrlein,manor,20,18,0,0.0,51,+2 Laps
2016,4,sochi,max_verstappen,toro_rosso,9,19,0,0.0,33,Power Unit
2016,4,sochi,vettel,ferrari,7,20,0,0.0,0,Collision
2016,4,sochi,hulkenberg,force_india,13,21,0,0.0,0,Collision
2016,4,sochi,haryanto,manor,21,22,0,0.0,0,Collision
2016,5,catalunya,max_verstappen,red_bull,4,1,1,25.0,66,Finished
2016,5,catalunya,raikkonen,ferrari,5,2,0,18.0,66,Finished
2016,5,catalunya,vettel,ferrari,6,3,0,15.0,66,Finished
2016,5,catalunya,ricciardo,red_bull,3,4,0,12.0,66,Finished
2016,5,catalunya,bottas,williams,7,5,0,10.0,66,Finished
2016,5,catalunya,sainz,toro_rosso,8,6,0,8.0,66,Finished
2016,5,catalunya,perez,force_india,9,7,0,6.0,66,Finished
2016,5,catalunya,massa,williams,18,8,0,4.0,66,Finished
2016,5,catalunya,button,mclaren,12,9,0,2.0,65,+1 Lap
2016,5,catalunya,kvyat,toro_rosso,13,10,0,1.0,65,+1 Lap
2016,5,catalunya,gutierrez,haas,16,11,0,0.0,65,+1 Lap
2016,5,catalunya,ericsson,sauber,19,12,0,0.0,65,+1 Lap
2016,5,catalunya,jolyon_palmer,renault,17,13,0,0.0,65,+1 Lap
2016,5,catalunya,kevin_magnussen,renault,15,14,0,0.0,65,+1 Lap
2016,5,catalunya,nasr,sauber,20,15,0,0.0,65,+1 Lap
2016,5,catalunya,wehrlein,manor,21,16,0,0.0,65,+1 Lap
2016,5,catalunya,haryanto,manor,22,17,0,0.0,65,+1 Lap
2016,5,catalunya,grosjean,haas,14,18,0,0.0,56,Engine
2016,5,catalunya,alonso,mclaren,10,19,0,0.0,45,Engine
2016,5,catalunya,hulkenberg,force_india,11,20,0,0.0,20,Engine
2016,5,catalunya,hamilton,mercedes,1,21,0,0.0,0,Collision
2016,5,catalunya,rosberg,mercedes,2,22,0,0.0,0,Collision
2016,6,monaco,hamilton,mercedes,3,1,1,25.0,78,Finished
2016,6,monaco,ricciardo,red_bull,1,2,0,18.0,78,Finished
2016,6,monaco,perez,force_india,7,3,0,15.0,78,Finished
2016,6,monaco,vettel,ferrari,4,4,0,12.0,78,Finished
2016,6,monaco,alonso,mclaren,9,5,0,10.0,78,Finished
2016,6,monaco,hulkenberg,force_india,5,6,0,8.0,78,Finished
2016,6,monaco,rosberg,mercedes,2,7,0,6.0,78,Finished
2016,6,monaco,sainz,toro_rosso,6,8,0,4.0,77,+1 Lap
2016,6,monaco,button,mclaren,13,9,0,2.0,77,+1 Lap
2016,6,monaco,massa,williams,14,10,0,1.0,77,+1 Lap
2016,6,monaco,gutierrez,haas,12,11,0,0.0,77,+1 Lap
2016,6,monaco,bottas,williams,10,12,0,0.0,77,+1 Lap
2016,6,monaco,grosjean,haas,15,13,0,0.0,76,+2 Laps
2016,6,monaco,wehrlein,manor,20,14,0,0.0,76,+2 Laps
2016,6,monaco,haryanto,manor,19,15,0,0.0,74,+4 Laps
2016,6,monaco,ericsson,sauber,17,16,0,0.0,51,Collision
2016,6,monaco,nasr,sauber,0,17,0,0.0,48,Retired
2016,6,monaco,max_verstappen,red_bull,0,18,0,0.0,34,Accident
2016,6,monaco,kevin_magnussen,renault,16,19,0,0.0,32,Retired
2016,6,monaco,kvyat,toro_rosso,8,20,0,0.0,18,Accident
2016,6,monaco,raikkonen,ferrari,11,21,0,0.0,10,Accident
2016,6,monaco,jolyon_palmer,renault,18,22,0,0.0,7,Accident
2016,7,villeneuve,hamilton,mercedes,1,1,1,25.0,70,Finished
2016,7,villeneuve,vettel,ferrari,3,2,0,18.0,70,Finished
2016,7,villeneuve,bottas,williams,7,3,0,15.0,70,Finished
2016,7,villeneuve,max_verstappen,red_bull,5,4,0,12.0,70,Finished
2016,7,villeneuve,rosberg,mercedes,2,5,0,10.0,70,Finished
2016,7,villeneuve,raikkonen,ferrari,6,6,0,8.0,70,Finished
2016,7,villeneuve,ricciardo,red_bull,4,7,0,6.0,70,Finished
2016,7,villeneuve,hulkenberg,force_india,9,8,0,4.0,69,+1 Lap
2016,7,villeneuve,sainz,toro_rosso,20,9,0,2.0,69,+1 Lap
2016,7,villeneuve,perez,force_india,11,10,0,1.0,69,+1 Lap
2016,7,villeneuve,alonso,mclaren,10,11,0,0.0,69,+1 Lap
2016,7,villeneuve,kvyat,toro_rosso,15,12,0,0.0,69,+1 Lap
2016,7,villeneuve,gutierrez,haas,13,13,0,0.0,68,+2 Laps
2016,7,villeneuve,grosjean,haas,14,14,0,0.0,68,+2 Laps
2016,7,villeneuve,ericsson,sauber,21,15,0,0.0,68,+2 Laps
2016,7,villeneuve,kevin_magnussen,renault,22,16,0,0.0,68,+2 Laps
2016,7,villeneuve,wehrlein,manor,17,17,0,0.0,68,+2 Laps
2016,7,villeneuve,nasr,sauber,18,18,0,0.0,68,+2 Laps
2016,7,villeneuve,haryanto,manor,19,19,0,0.0,68,+2 Laps
2016,7,villeneuve,massa,williams,8,20,0,0.0,35,Retired
2016,7,villeneuve,jolyon_palmer,renault,16,21,0,0.0,16,Retired
2016,7,villeneuve,button,mclaren,12,22,0,0.0,9,Power Unit
2016,8,baku,rosberg,mercedes,1,1,1,25.0,51,Finished
2016,8,baku,vettel,ferrari,3,2,0,18.0,51,Finished
2016,8,baku,perez,force_india,7,3,0,15.0,51,Finished
2016,8,baku,raikkonen,ferrari,4,4,0,12.0,51,Finished
2016,8,baku,hamilton,mercedes,10,5,0,10.0,51,Finished
2016,8,baku,bottas,williams,8,6,0,8.0,51,Finished
2016,8,baku,ricciardo,red_bull,2,7,0,6.0,51,Finished
2016,8,baku,max_verstappen,red_bull,9,8,0,4.0,51,Finished
2016,8,baku,hulkenberg,force_india,12,9,0,2.0,51,Finished
2016,8,baku,massa,williams,5,10,0,1.0,51,Finished
2016,8,baku,button,mclaren,19,11,0,0.0,51,Finished
2016,8,baku,nasr,sauber,15,12,0,0.0,50,+1 Lap
2016,8,baku,grosjean,haas,11,13,0,0.0,50,+1 Lap
2016,8,baku,kevin_magnussen,renault,22,14,0,0.0,50,+1 Lap
2016,8,baku,jolyon_palmer,renault,21,15,0,0.0,50,+1 Lap
2016,8,baku,gutierrez,haas,14,16,0,0.0,50,+1 Lap
2016,8,baku,ericsson,sauber,20,17,0,0.0,50,+1 Lap
2016,8,baku,haryanto,manor,16,18,0,0.0,49,+2 Laps
2016,8,baku,alonso,mclaren,13,19,0,0.0,42,Gearbox
2016,8,baku,wehrlein,manor,17,20,0,0.0,39,Brakes
2016,8,baku,sainz,toro_rosso,18,21,0,0.0,31,Suspension
2016,8,baku,kvyat,toro_rosso,6,22,0,0.0,6,Suspension
2016,9,red_bull_ring,hamilton,mercedes,1,1,1,25.0,71,Finished
2016,9,red_bull_ring,max_verstappen,red_bull,8,2,0,18.0,71,Finished
2016,9,red_bull_ring,raikkonen,ferrari,4,3,0,15.0,71,Finished
2016,9,red_bull_ring,rosberg,mercedes,6,4,0,12.0,71,Finished
2016,9,red_bull_ring,ricciardo,red_bull,5,5,0,10.0,71,Finished
2016,9,red_bull_ring,button,mclaren,3,6,0,8.0,71,Finished
2016,9,red_bull_ring,grosjean,haas,13,7,0,6.0,71,Finished
2016,9,red_bull_ring,sainz,toro_rosso,15,8,0,4.0,71,Finished
2016,9,red_bull_ring,bottas,williams,7,9,0,2.0,70,+1 Lap
2016,9,red_bull_ring,wehrlein,manor,12,10,0,1.0,70,+1 Lap
2016,9,red_bull_ring,gutierrez,haas,11,11,0,0.0,70,+1 Lap
2016,9,red_bull_ring,jolyon_palmer,renault,19,12,0,0.0,70,+1 Lap
2016,9,red_bull_ring,nasr,sauber,21,13,0,0.0,70,+1 Lap
2016,9,red_bull_ring,kevin_magnussen,renault,17,14,0,0.0,70,+1 Lap
2016,9,red_bull_ring,ericsson,sauber,18,15,0,0.0,70,+1 Lap
2016,9,red_bull_ring,haryanto,manor,20,16,0,0.0,70,+1 Lap
2016,9,red_bull_ring,perez,force_india,16,17,0,0.0,69,Brakes
2016,9,red_bull_ring,alonso,mclaren,14,18,0,0.0,64,Battery
2016,9,red_bull_ring,hulkenberg,force_india,2,19,0,0.0,64,Brakes
2016,9,red_bull_ring,massa,williams,0,20,0,0.0,63,Brakes
2016,9,red_bull_ring,vettel,ferrari,9,21,0,0.0,26,Tyre
2016,9,red_bull_ring,kvyat,toro_rosso,0,22,0,0.0,2,Retired
2016,10,silverstone,hamilton,mercedes,1,1,1,25.0,52,Finished
2016,10,silverstone,max_verstappen,red_bull,3,2,0,18.0,52,Finished
2016,10,silverstone,rosberg,mercedes,2,3,0,15.0,52,Finished
2016,10,silverstone,ricciardo,red_bull,4,4,0,12.0,52,Finished
2016,10,silverstone,raikkonen,ferrari,5,5,0,10.0,52,Finished
2016,10,silverstone,perez,force_india,10,6,0,8.0,52,Finished
2016,10,silverstone,hulkenberg,force_india,8,7,0,6.0,52,Finished
2016,10,silverstone,sainz,toro_rosso,7,8,0,4.0,52,Finished
2016,10,silverstone,vettel,ferrari,11,9,0,2.0,52,Finished
2016,10,silverstone,kvyat,toro_rosso,15,10,0,1.0,52,Finished
2016,10,silverstone,massa,williams,12,11,0,0.0,51,+1 Lap
2016,10,silverstone,button,mclaren,17,12,0,0.0,51,+1 Lap
2016,10,silverstone,alonso,mclaren,9,13,0,0.0,51,+1 Lap
2016,10,silverstone,bottas,williams,6,14,0,0.0,51,+1 Lap
2016,10,silverstone,nasr,sauber,21,15,0,0.0,51,+1 Lap
2016,10,silverstone,gutierrez,haas,14,16,0,0.0,51,+1 Lap
2016,10,silverstone,kevin_magnussen,renault,16,17,0,0.0,49,Gearbox
2016,10,silverstone,jolyon_palmer,renault,18,18,0,0.0,37,Gearbox
2016,10,silverstone,haryanto,manor,19,19,0,0.0,24,Spun off
2016,10,silverstone,grosjean,haas,13,20,0,0.0,17,Retired
2016,10,silverstone,ericsson,sauber,22,21,0,0.0,11,Power Unit
2016,10,silverstone,wehrlein,manor,20,22,0,0.0,6,Spun off
2016,11,hungaroring,hamilton,mercedes,2,1,1,25.0,70,Finished
2016,11,hungaroring,rosberg,mercedes,1,2,0,18.0,70,Finished
2016,11,hungaroring,ricciardo,red_bull,3,3,0,15.0,70,Finished
2016,11,hungaroring,vettel,ferrari,5,4,0,12.0,70,Finished
2016,11,hungaroring,max_verstappen,red_bull,4,5,0,10.0,70,Finished
2016,11,hungaroring,raikkonen,ferrari,14,6,0,8.0,70,Finished
2016,11,hungaroring,alonso,mclaren,7,7,0,6.0,69,+1 Lap
2016,11,hungaroring,sainz,toro_rosso,6,8,0,4.0,69,+1 Lap
2016,11,hungaroring,bottas,williams,10,9,0,2.0,69,+1 Lap
2016,11,hungaroring,hulkenberg,force_india,9,10,0,1.0,69,+1 Lap
2016,11,hungaroring,perez,force_india,13,11,0,0.0,69,+1 Lap
2016,11,hungaroring,jolyon_palmer,renault,17,12,0,0.0,69,+1 Lap
2016,11,hungaroring,gutierrez,haas,15,13,0,0.0,69,+1 Lap
2016,11,hungaroring,grosjean,haas,11,14,0,0.0,69,+1 Lap
2016,11,hungaroring,kevin_magnussen,renault,19,15,0,0.0,69,+1 Lap
2016,11,hungaroring,kvyat,toro_rosso,12,16,0,0.0,69,+1 Lap
2016,11,hungaroring,nasr,sauber,16,17,0,0.0,69,+1 Lap
2016,11,hungaroring,massa,williams,18,18,0,0.0,68,+2 Laps
2016,11,hungaroring,wehrlein,manor,20,19,0,0.0,68,+2 Laps
2016,11,hungaroring,ericsson,sauber,22,20,0,0.0,68,+2 Laps
2016,11,hungaroring,haryanto,manor,21,21,0,0.0,68,+2 Laps
2016,11,hungaroring,button,mclaren,8,22,0,0.0,60,Oil leak
2016,12,hockenheimring,hamilton,mercedes,2,1,1,25.0,67,Finished
2016,12,hockenheimring,ricciardo,red_bull,3,2,0,18.0,67,Finished
2016,12,hockenheimring,max_verstappen,red_bull,4,3,0,15.0,67,Finished
2016,12,hockenheimring,rosberg,mercedes,1,4,0,12.0,67,Finished
2016,12,hockenheimring,vettel,ferrari,6,5,0,10.0,67,Finished
2016,12,hockenheimring,raikkonen,ferrari,5,6,0,8.0,67,Finished
2016,12,hockenheimring,hulkenberg,force_india,8,7,0,6.0,67,Finished
2016,12,hockenheimring,button,mclaren,12,8,0,4.0,66,+1 Lap
2016,12,hockenheimring,bottas,williams,7,9,0,2.0,66,+1 Lap
2016,12,hockenheimring,perez,force_india,9,10,0,1.0,66,+1 Lap
2016,12,hockenheimring,gutierrez,haas,11,11,0,0.0,66,+1 Lap
2016,12,hockenheimring,alonso,mclaren,13,12,0,0.0,66,+1 Lap
2016,12,hockenheimring,grosjean,haas,20,13,0,0.0,66,+1 Lap
2016,12,hockenheimring,sainz,toro_rosso,15,14,0,0.0,66,+1 Lap
2016,12,hockenheimring,kvyat,toro_rosso,18,15,0,0.0,66,+1 Lap
2016,12,hockenheimring,kevin_magnussen,renault,16,16,0,0.0,66,+1 Lap
2016,12,hockenheimring,wehrlein,manor,17,17,0,0.0,65,+2 Laps
2016,12,hockenheimring,ericsson,sauber,22,18,0,0.0,65,+2 Laps
2016,12,hockenheimring,jolyon_palmer,renault,14,19,0,0.0,65,+2 Laps
2016,12,hockenheimring,haryanto,manor,19,20,0,0.0,65,+2 Laps
2016,12,hockenheimring,nasr,sauber,21,21,0,0.0,57,Power Unit
2016,12,hockenheimring,massa,williams,10,22,0,0.0,36,Suspension
2016,13,spa,rosberg,mercedes,1,1,1,25.0,44,Finished
2016,13,spa,ricciardo,red_bull,5,2,0,18.0,44,Finished
2016,13,spa,hamilton,mercedes,21,3,0,15.0,44,Finished
2016,13,spa,hulkenberg,force_india,7,4,0,12.0,44,Finished
2016,13,spa,perez,force_india,6,5,0,10.0,44,Finished
2016,13,spa,vettel,ferrari,4,6,0,8.0,44,Finished
2016,13,spa,alonso,mclaren,22,7,0,6.0,44,Finished
2016,13,spa,bottas,williams,8,8,0,4.0,44,Finished
2016,13,spa,raikkonen,ferrari,3,9,0,2.0,44,Finished
2016,13,spa,massa,williams,10,10,0,1.0,44,Finished
2016,13,spa,max_verstappen,red_bull,2,11,0,0.0,44,Finished
2016,13,spa,gutierrez,haas,18,12,0,0.0,44,Finished
2016,13,spa,grosjean,haas,11,13,0,0.0,44,Finished
2016,13,spa,kvyat,toro_rosso,19,14,0,0.0,44,Finished
2016,13,spa,jolyon_palmer,renault,13,15,0,0.0,44,Finished
2016,13,spa,ocon,manor,17,16,0,0.0,43,+1 Lap
2016,13,spa,nasr,sauber,16,17,0,0.0,43,+1 Lap
2016,13,spa,kevin_magnussen,renault,12,18,0,0.0,5,Accident
2016,13,spa,ericsson,sauber,20,19,0,0.0,3,Gearbox
2016,13,spa,sainz,toro_rosso,14,20,0,0.0,1,Puncture
2016,13,spa,button,mclaren,9,21,0,0.0,1,Collision damage
2016,13,spa,wehrlein,manor,15,22,0,0.0,0,Collision damage
2016,14,monza,rosberg,mercedes,2,1,1,25.0,53,Finished
2016,14,monza,hamilton,mercedes,1,2,0,18.0,53,Finished
2016,14,monza,vettel,ferrari,3,3,0,15.0,53,Finished
2016,14,monza,raikkonen,ferrari,4,4,0,12.0,53,Finished
2016,14,monza,ricciardo,red_bull,6,5,0,10.0,53,Finished
2016,14,monza,bottas,williams,5,6,0,8.0,53,Finished
2016,14,monza,max_verstappen,red_bull,7,7,0,6.0,53,Finished
2016,14,monza,perez,force_india,8,8,0,4.0,53,Finished
2016,14,monza,massa,williams,11,9,0,2.0,53,Finished
2016,14,monza,hulkenberg,force_india,9,10,0,1.0,53,Finished
2016,14,monza,grosjean,haas,17,11,0,0.0,52,+1 Lap
2016,14,monza,button,mclaren,14,12,0,0.0,52,+1 Lap
2016,14,monza,gutierrez,haas,10,13,0,0.0,52,+1 Lap
2016,14,monza,alonso,mclaren,12,14,0,0.0,52,+1 Lap
2016,14,monza,sainz,toro_rosso,15,15,0,0.0,52,+1 Lap
2016,14,monza,ericsson,sauber,19,16,0,0.0,52,+1 Lap
2016,14,monza,kevin_magnussen,renault,21,17,0,0.0,52,+1 Lap
2016,14,monza,ocon,manor,22,18,0,0.0,51,+2 Laps
2016,14,monza,kvyat,toro_rosso,16,19,0,0.0,36,Battery
2016,14,monza,wehrlein,manor,13,20,0,0.0,26,Oil leak
2016,14,monza,jolyon_palmer,renault,20,21,0,0.0,7,Collision damage
2016,14,monza,nasr,sauber,18,22,0,0.0,6,Collision damage
2016,15,marina_bay,rosberg,mercedes,1,1,1,25.0,61,Finished
2016,15,marina_bay,ricciardo,red_bull,2,2,0,18.0,61,Finished
2016,15,marina_bay,hamilton,mercedes,3,3,0,15.0,61,Finished
2016,15,marina_bay,raikkonen,ferrari,5,4,0,12.0,61,Finished
2016,15,marina_bay,vettel,ferrari,22,5,0,10.0,61,Finished
2016,15,marina_bay,max_verstappen,red_bull,4,6,0,8.0,61,Finished
2016,15,marina_bay,alonso,mclaren,9,7,0,6.0,61,Finished
2016,15,marina_bay,perez,force_india,17,8,0,4.0,61,Finished
2016,15,marina_bay,kvyat,toro_rosso,7,9,0,2.0,61,Finished
2016,15,marina_bay,kevin_magnussen,renault,15,10,0,1.0,61,Finished
2016,15,marina_bay,gutierrez,haas,13,11,0,0.0,60,+1 Lap
2016,15,marina_bay,massa,williams,11,12,0,0.0,60,+1 Lap
2016,15,marina_bay,nasr,sauber,16,13,0,0.0,60,+1 Lap
2016,15,marina_bay,sainz,toro_rosso,6,14,0,0.0,60,+1 Lap
2016,15,marina_bay,jolyon_palmer,renault,18,15,0,0.0,60,+1 Lap
2016,15,marina_bay,wehrlein,manor,19,16,0,0.0,60,+1 Lap
2016,15,marina_bay,ericsson,sauber,14,17,0,0.0,60,+1 Lap
2016,15,marina_bay,ocon,manor,21,18,0,0.0,59,+2 Laps
2016,15,marina_bay,button,mclaren,12,19,0,0.0,43,Brakes
2016,15,marina_bay,bottas,williams,10,20,0,0.0,35,Overheating
2016,15,marina_bay,hulkenberg,force_india,8,21,0,0.0,0,Collision
2016,15,marina_bay,grosjean,haas,20,22,0,0.0,0,Withdrew
2016,16,sepang,ricciardo,red_bull,4,1,1,25.0,56,Finished
2016,16,sepang,max_verstappen,red_bull,3,2,0,18.0,56,Finished
2016,16,sepang,rosberg,mercedes,2,3,0,15.0,56,Finished
2016,16,sepang,raikkonen,ferrari,6,4,0,12.0,56,Finished
2016,16,sepang,bottas,williams,11,5,0,10.0,56,Finished
2016,16,sepang,perez,force_india,7,6,0,8.0,56,Finished
2016,16,sepang,alonso,mclaren,22,7,0,6.0,56,Finished
2016,16,sepang,hulkenberg,force_india,8,8,0,4.0,56,Finished
2016,16,sepang,button,mclaren,9,9,0,2.0,56,Finished
2016,16,sepang,jolyon_palmer,renault,19,10,0,1.0,56,Finished
2016,16,sepang,sainz,toro_rosso,16,11,0,0.0,56,Finished
2016,16,sepang,ericsson,sauber,17,12,0,0.0,55,+1 Lap
2016,16,sepang,massa,williams,10,13,0,0.0,55,+1 Lap
2016,16,sepang,kvyat,toro_rosso,15,14,0,0.0,55,+1 Lap
2016,16,sepang,wehrlein,manor,21,15,0,0.0,55,+1 Lap
2016,16,sepang,ocon,manor,20,16,0,0.0,55,+1 Lap
2016,16,sepang,nasr,sauber,18,17,0,0.0,46,Brakes
2016,16,sepang,hamilton,mercedes,1,18,0,0.0,40,Engine
2016,16,sepang,gutierrez,haas,13,19,0,0.0,39,Wheel nut
2016,16,sepang,kevin_magnussen,renault,14,20,0,0.0,17,Power loss
2016,16,sepang,grosjean,haas,12,21,0,0.0,7,Brakes
2016,16,sepang,vettel,ferrari,5,22,0,0.0,0,Collision
2016,17,suzuka,rosberg,mercedes,1,1,1,25.0,53,Finished
2016,17,suzuka,max_verstappen,red_bull,3,2,0,18.0,53,Finished
2016,17,suzuka,hamilton,mercedes,2,3,0,15.0,53,Finished
2016,17,suzuka,vettel,ferrari,6,4,0,12.0,53,Finished
2016,17,suzuka,raikkonen,ferrari,8,5,0,10.0,53,Finished
2016,17,suzuka,ricciardo,red_bull,4,6,0,8.0,53,Finished
2016,17,suzuka,perez,force_india,5,7,0,6.0,53,Finished
2016,17,suzuka,hulkenberg,force_india,9,8,0,4.0,53,Finished
2016,17,suzuka,massa,williams,12,9,0,2.0,53,Finished
2016,17,suzuka,bottas,williams,11,10,0,1.0,53,Finished
2016,17,suzuka,grosjean,haas,7,11,0,0.0,53,Finished
2016,17,suzuka,jolyon_palmer,renault,16,12,0,0.0,52,+1 Lap
2016,17,suzuka,kvyat,toro_rosso,13,13,0,0.0,52,+1 Lap
2016,17,suzuka,kevin_magnussen,renault,17,14,0,0.0,52,+1 Lap
2016,17,suzuka,ericsson,sauber,18,15,0,0.0,52,+1 Lap
2016,17,suzuka,alonso,mclaren,15,16,0,0.0,52,+1 Lap
2016,17,suzuka,sainz,toro_rosso,14,17,0,0.0,52,+1 Lap
2016,17,suzuka,button,mclaren,22,18,0,0.0,52,+1 Lap
2016,17,suzuka,nasr,sauber,19,19,0,0.0,52,+1 Lap
2016,17,suzuka,gutierrez,haas,10,20,0,0.0,52,+1 Lap
2016,17,suzuka,ocon,manor,20,21,0,0.0,52,+1 Lap
2016,17,suzuka,wehrlein,manor,21,22,0,0.0,52,+1 Lap
2016,18,americas,hamilton,mercedes,1,1,1,25.0,56,Finished
2016,18,americas,rosberg,mercedes,2,2,0,18.0,56,Finished
2016,18,americas,ricciardo,red_bull,3,3,0,15.0,56,Finished
2016,18,americas,vettel,ferrari,6,4,0,12.0,56,Finished
2016,18,americas,alonso,mclaren,12,5,0,10.0,56,Finished
2016,18,americas,sainz,toro_rosso,10,6,0,8.0,56,Finished
2016,18,americas,massa,williams,9,7,0,6.0,55,+1 Lap
2016,18,americas,perez,force_india,11,8,0,4.0,55,+1 Lap
2016,18,americas,button,mclaren,19,9,0,2.0,55,+1 Lap
2016,18,americas,grosjean,haas,17,10,0,1.0,55,+1 Lap
2016,18,americas,kvyat,toro_rosso,13,11,0,0.0,55,+1 Lap
